"16","6","7","0","0","0","0","0","1","0"
"17","6","2","2","1","2","0","0","0","0"
"18","4","5","2","1","0","0","0","0","0"
"18","8","0","1","2","1","0","0","0","0"
"12","7","8","1","2","0","0","0","0","0"
"23","6","1","0","0","0","0","0","0","0"
"14","6","6","2","1","0","1","0","0","0"
"12","9","5","1","0","2","1","0","0","0"
"19","7","3","1","0","0","0","0","0","0"
"13","11","2","4","0","0","0","0","0","0"
"17","9","2","0","0","2","0","0","0","0"
"16","5","5","2","1","0","0","0","0","1"
"17","7","3","3","0","0","0","0","0","0"
"10","8","5","3","3","1","0","0","0","0"
"19","6","2","2","1","0","0","0","0","0"
"12","10","5","2","0","0","0","1","0","0"
"17","7","5","0","0","0","0","1","0","0"
"18","8","2","2","0","0","0","0","0","0"
"15","7","4","1","1","2","0","0","0","0"
"15","6","4","4","1","0","0","0","0","0"
"18","8","3","1","0","0","0","0","0","0"
"17","8","3","0","1","1","0","0","0","0"
"11","7","4","4","3","1","0","0","0","0"
"13","10","3","3","1","0","0","0","0","0"
"19","7","3","0","1","0","0","0","0","0"
"13","9","4","2","1","0","0","1","0","0"
"13","5","5","1","1","1","3","1","0","0"
"12","10","5","1","1","1","0","0","0","0"
"15","9","5","1","0","0","0","0","0","0"
"20","4","3","1","2","0","0","0","0","0"
"14","8","3","3","1","0","0","0","1","0"
"23","6","1","0","0","0","0","0","0","0"
"16","3","9","0","1","1","0","0","0","0"
"19","6","4","0","1","0","0","0","0","0"
"16","8","4","0","0","1","1","0","0","0"
"19","10","1","0","0","0","0","0","0","0"
"15","7","4","3","0","1","0","0","0","0"
"24","4","1","1","0","0","0","0","0","0"
"16","8","4","0","1","0","0","1","0","0"
"19","5","4","2","0","0","0","0","0","0"
"14","8","5","1","1","1","0","0","0","0"
"8","9","7","4","1","1","0","0","0","0"
"20","9","1","0","0","0","0","0","0","0"
"21","7","2","0","0","0","0","0","0","0"
"25","5","0","0","0","0","0","0","0","0"
"18","5","5","2","0","0","0","0","0","0"
"21","4","3","1","0","0","0","0","1","0"
"20","10","0","0","0","0","0","0","0","0"
"23","5","1","1","0","0","0","0","0","0"
